original_row_index,churn_probability,true_churn
5040,0.014661672,0
2111,0.7425223,0
227,0.748037,1
6969,0.24992234,0
2931,0.7056998,0
2335,0.44867226,0
5753,0.16225013,0
3488,0.0147201605,0
5638,0.8503633,0
2732,0.6320782,0
717,0.7610608,1
4124,0.01406362,0
3353,0.033162292,0
6181,0.075766824,0
2257,0.10797064,0
6692,0.3083725,0
2597,0.18727036,0
1872,0.31339666,0
5170,0.095182665,0
582,0.671655,1
3994,0.058623727,0
4193,0.3186809,0
6394,0.460265,0
6364,0.6104065,0
925,0.73180246,1
3697,0.19278835,0
2694,0.14500031,0
3347,0.09394232,0
1850,0.47332102,1
3703,0.01372356,0
502,0.82111484,1
4559,0.017218247,0
750,0.75099164,1
6667,0.33286303,0
3472,0.13178013,0
5258,0.24293177,0
2507,0.41541812,0
1485,0.80152166,1
6354,0.008761533,0
5471,0.26275387,0
2477,0.24639904,0
1527,0.6627701,1
5506,0.47626328,0
144,0.82685006,1
374,0.8280832,1
2946,0.114551,0
5345,0.03316167,0
3008,0.52608925,0
452,0.8395601,1
1422,0.7940616,1
4948,0.015614195,0
4788,0.014226223,0
3917,0.014473656,0
6195,0.2360276,0
3211,0.038950786,0
5641,0.09617319,0
1311,0.8275076,1
43,0.52129006,1
4816,0.03914786,0
2586,0.1787995,0
2692,0.10679062,0
3029,0.05028145,0
918,0.78232443,1
3508,0.1519839,0
6620,0.5350618,0
2567,0.9042776,0
5141,0.08726419,0
5059,0.52427316,0
4351,0.061398078,0
5243,0.4979906,0
2820,0.38400504,0
147,0.51894397,1
121,0.42347303,1
1924,0.46356085,0
3409,0.6344228,0
4770,0.47764838,0
1497,0.8979065,1
6505,0.015116573,0
5330,0.33609962,0
5402,0.6664242,0
6862,0.030378144,0
4420,0.21930744,0
2248,0.37234566,0
1745,0.804104,1
149,0.66267693,1
4701,0.10367542,0
6890,0.058943547,0
972,0.6835099,1
1454,0.61282736,1
16,0.5774982,1
5091,0.110390216,0
5005,0.0903755,0
3074,0.5380993,0
3721,0.019470898,0
4432,0.3218348,0
389,0.4948186,1
2644,0.18338661,0
4651,0.37475368,0
980,0.71962905,1
6728,0.027527008,0
6460,0.76927966,0
4718,0.5830972,0
2118,0.10197303,0
758,0.90543467,1
6587,0.019270921,0
6576,0.6336769,0
4986,0.82191664,0
3148,0.44058472,0
5612,0.018560791,0
375,0.8589241,1
5386,0.10176695,0
1985,0.112782314,0
5343,0.016182141,0
4598,0.016038138,0
5660,0.035657164,0
5150,0.014072218,0
4708,0.28358504,0
5381,0.05862421,0
6000,0.008666018,0
